a,[a],
c/s/k,[s~k],
r,[ɾ],
aa,[aː],
ch/č,[tʃ],
s,[s],
e,[e],
cu/kw/qu,[kw~kʷ],
sh/x,[ʃ],
ee,[eː],
j,[h],
t,[t],
i,[i],
m,[m],
ts/tz,[tz],
ii,[iː],
n,[n],
v/w/hu,[w~v],
o,[o],
p,[p],
y,[j],
oo,[oː],
qu/k,[k],
’,[ʔ],

