د,d,[d],
ط,t,[t],
م,m,[m],
خ,x,[x~χ],
ض,d,[d],
ل,l,[l],
ء,ʼ,[ʔ],
ح,h,[h],
ص,s,[s],
گ,g,[g],
ى,y/i/ı/e,[j/i/ɯ/e],
چ,c,[dʒ],
ش,ş,[ʃ],
ک,k,[k],
ۋ,v,[v],
ج,ç,[tʃ],
تس,ts,[ts],
ق,q,[q],
ۉ,o,[o],
ث,s,[s],
س,s,[s],
ف,f,[f],
ۏ,ü,[y],
ت,t,[t],
ژ,j,[ʒ],
نگ,ڭ,ñ,[ŋ],
ۊ,ö,[ø],
پ,p,[p],
ز,z,[z],
غ,ğ,[ɣ~ʁ],
و,w/u,[w/u],
ب,b,[b],
ر,r,[r~ɾ],
ع,ʼ,[ʔ],
ه,h,[h],
ا,a/-,[ɑ/-],
ذ,z,[z],
ظ,z,[z],
ن,n,[n],

