A a,[a],
H h,[x],
Ŋ ŋ,[ŋ],
U u,[u],
B b,[ᵐb],
I i,[i],
O o,[o],
W w,[u̥],
B̃ b̃,[ᵐbʷ],
K k,[k],
P p,[p],
V v,[β],
D d,[ⁿd],
L l,[l],
P̃ p̃,[pʷ],
Ṽ ṽ,[βʷ],
E e,[e],
M m,[m],
R r,[r],
Ww/Uu,[w],
Ə ə,[ə],
M̃ m̃,[mʷ],
S s,[s],
Yy/Ii,[j],
G g,[ᵑg],
N n,[n],
T t,[t],

