A a,[ɑ],
J j,[dʒ],
S s,[s],
bw,[bʷ],
B b,[b],
K k,[k],
T t,[t],
mb,[ᵐb],
C c,[ʔ],
L l,[l],
U u,[u],
mbw,[ᵐbʷ],
D d,[d],
M m,[m],
V v,[β],
mw,[mʷ],
E e,[e],
N n,[n],
W w,[w],
nd,[ⁿd],
G g,[g],
Ŋ ŋ,[ŋ],
Y y,[j],
nj,[ⁿdʒ],
H h,[h],
O o,[o],
ŋg,[ᵑg],
I i,[i],
P p,[p],
pw,[pʷ],

