A a,[a],
F f,[f],
nd,[nd],
Ŝ ŝ,[ʂ],
B b,[p],
G g,[g],
ng,[ŋg],
T t,[t],
Ɓ ɓ,[ɓ],
H h,[h],
nj,[ɲɟ],
U u,[ u],
C c,[c],
I i,[i],
Ñ ñ,[ɲ],
W w,[w],
D d,[d],
J j,[ɟ],
Ŋ ŋ,[ŋ],
Y y,[j],
Ɗ ɗ,[ɗ],
K k,[k],
O o,[ɔ],
Z z,[z],
E e,[ɛ],
L l,[l],
ó,[o],
’,[ʔ],
é,[e],
M m,[m],
P p,[p],
Ë ë,[ə],
mb,[mb],
R r,[r],
è,[ɨ],
N n,[n],
S s,[s],

