a,[a/æ/ɑ],
b,[b/w],
k,[kʰ/ɡ̊],
s,[s],
e,[e/ɛ/ə/ɑ/a],
c,[s/k],
l,[l],
sj,[ɕ],
i,[i/e],
ch,[ɕ],
m,[m],
t,[tʰ/d̥],
o,[o/ɔ/ʌ/ɒ],
d,[d/ð],
n,[n],
v,[v],
u,[u/ɔ],
f,[f],
ng,[ŋ],
w,[v],
y,[y/ø],
g,[ɡ̊/j],
p,[pʰ/b̥],
x,[ɡ̊s],
æ,[ɛ/ɑ],
h,[h],
q,[kʰ],
z,[s],
ø,[ø/œ/ɶ],
j,[j],
r,[ʁ/ɐ̯],
å,[ɔ/ʌ/ɒ],

