a,[ɑ],
m,[m],
t,[t],
c,[ts̠],
n,[n],
ts,[ts],
e,[ɛ],
N,[nʲ],
tY,[tʲ],
h,[h],
o,[o],
T,[ʈ],
i,[i],
p,[p],
u,[u],
k,[k],
r,[ɾ],
w,[w],
l,[l],
s,[s],
y,[j],
L,[lʲ],
S,[ʃ],
ʔ,[ʔ],

