a,[a/ɑ/ə],
b,[b],
kh, [x],
s,[s],
e,[e/ə],
c,[ʧ],
l,[l],
sy,[ʃ],
i,[i],
d,[d],
m,[m],
t,[t],
o,[o],
f, [f],
n,[n],
v,[v],
u,[u],
g,[g],
ng,[ŋ],
w,[w],
ai,[ai],
gh,[ɣ],
ny,[ɲ],
x,[z/ks],
au,[au],
h,[h],
p,[p],
y,[j],
oi,[oi],
j,[ʤ],
q,[q],
z,[z],
k, [k],
r,[r],

