A a,[a],
J j,[dʒ],
S s,[s],
gh,[ɣ/g],
B b,[b],
K k,[k],
T t,[t],
kh,[k/x],
C c,[tʃ],
L l,[l],
U u,[u],
mb,[mb],
D d,[d],
M m,[m],
V v,[v/f],
nd,[nd],
E e,[e],
N n,[n],
W w,[w],
ng,[ŋ],
F f,[f],
O o,[o],
X x,[ks],
ngg,[ŋg],
G g,[g],
P p,[p],
Y y,[j],
sy,[ʃ],
H h,[h],
Q q,[q/k],
Z z,[z/s],
I i,[i],
R r,[r~ɾ],
ꞌ,[ʔ],

