a,அ,a,[a],
E,ஏ,ee,[eː],
A,ஆ,aa,[aː],
y,ஐ,ai,[ai],
i,இ,i,[i],
o,ஒ,o,[o],
I,ஈ,ii,[iː],
O,ஓ,oo,[oː],
u,உ,u,[u],
aw,ஔ,au,[au],
U,ஊ,uu,[uː],
ew,ஔ,eu,[au],
e,எ,e,[e],

