அ,a,[ ʌ ],
எ,e,[ e ],
ப,pa,பெ,pe,ஆ,ā,[ aː ],
ஏ,ē,[ eː ],
பா,pā,பே,pē,இ,i,[ i ],
ஐ,ai,[ ʌy ],
பி,pi,பை,pai,ஈ,ī,[ iː ],
ஒ,o,[ o ],
பீ,pī,பொ,po,உ,u,[ u,ɯ ],
ஓ,ō,[ oː ],
பு,pu,போ,pō,ஊ,ū,[ uː ],
ஔ,au,[ ʌʋ ],
பூ,pū,பௌ,pau,ப்,p,
