A a,[a],
N n,[n],
ā,[aː],
Ae ae,[æ],
O o,[o],
ē,[eː],
C c,[ʧ],
P p,[p],
āē,[æː],
E e,[e],
Q q,[ʔ],
ī,[iː],
H h,[h],
S s,[s~ʃ],
ō,[oː],
I i,[i],
T t,[t],
ū,[uː],
K k,[k],
U u,[u],
ia,[ia],
L l,[l],
W w,[w],
ua,[ua],
M m,[m],
Y y,[j],

