A a,[a],
K k,[k],
E e,[ε],
M m,[m],
I i,[i],
N n,[n],
O o,[ɔ],
Ng ng,[ŋ],
U u,[u],
V v,[v~w],
P p,[p~f],
R r,[r~l],
T t,[t~s],

