a,[a~ɑ],
b,[b],
m,[m],
e,[ə],
ch,[ts],
n,[n],
i,[ɪ],
d,[d],
p,[p],
8/ô,[ɔ̃],
g,[g],
s,[s],
u,[ʊ],
h,[h],
t,[t],
j,[ʣ],
w,[w],
k,[k],
y,[j],
l,[l],
z,[z],

