A a,[a],
H h,[h],
R r,[ɽ],
Ƴ ƴ,[ʔʲ],
B b,[b],
I i,[i],
R̃ r̃,[r],
Z z,[z],
Ɓ ɓ,[ɓ],
J j,[(d)ʒ],
S s,[s],
’,[ʔ],
C c,[ʧ],
K k,[k],
Sh sh,[ʃ],
D d,[d],
Ƙ ƙ,[k’],
T t,[t],
Ɗ ɗ,[ɗ],
L l,[l],
Ts ts,[(t)sʼ],
E e,[e],
M m,[m],
U u,[u],
F f,[ɸ],
N n,[n],
W w,[w],
G g,[g],
O o,[o],
Y y,[j],
حَوْسَ / Harshen Hausa,Hausa,ڢ,f,ْْ-,-,ع,’,ُُ-,u/o,ص,s,يٰ۪,ē,ن,n,۪۪-,e,م,m,ِ-,i,ل,l, -َ,a,ك,k,ش,sh,ي,y,غ,g,ط,ts,ظ,ẓ,ح,ḥ,ذ,z,ز,z,خ,(kh),و,w,ث,c,ه,h,ت,t,د,d,س,s,ج,j,ر,r,ب,b,ڧ,ƙ,
