A a,[ɐ],
H h,[h],
P p,[p],
W w,[w],
aa,[ɑː],
B b,[b],
I i,[ɪ],
Ph ph,[p’],
X x,[tʼ],
ee,[eː],
C c,[tʃʼ],
J j,[ʤ],
Q q,[k’],
Y y,[j],
ii,[iː],
Ch ch,[ʧ],
K k,[k],
R r,[r],
Z z,[z],
oo,[oː],
D d,[d],
L l,[l],
S s,[s],
',[ʔ],
uu,[uː],
Dh dh,[ᶑ],
M m,[m],
Sh sh,[ʃ],
E e,[ɛ],
N n,[n],
T t,[t],
F f,[f],
Ny ny,[ɲ],
U u,[ʊ],
G g,[g],
O o,[ɔ],
V v,[v],

