A a,[a̘/a̙],
I i,[i̘/ɪ̙],
O o,[o̘/o̙],
Y y,[j],
B b,[b],
J j,[ʤ],
P p,[p],
Z z,[z],
Ch ch,[ʧ],
K k,[k],
R r,[r],
D d,[d],
L l,[l],
S s,[s],
Dh dh,[d̟~ð],
M m,[m],
T t,[t],
E e,[e̘/ɛ̙],
N n,[n],
Th th,[t̟~θ],
F f,[f],
ng,[ŋg],
U u,[u̘/ʊ̙],
G g,[g],
Ny ny,[ɲ],
V v,[v],
H h,[h],
Ŋ ŋ,[ŋ],
W w,[w],

