ཀ,ཅ,ཏ,པ,ཙ,ཝ,འ,ཧ,ka,cha,ta,pa,tsa,wa,'a,ha,[ ka ],
[ tɕa ],
[ ta ],
[ pa ],
[ tsa ],
[ wa ],
[ ɦa ],
[ ha ],
ཁ,ཆ,ཐ,ཕ,ཚ,ཞ,ཡ,ཤ,ཨ,kha,chha,tha,pha,tsha,zha,ya,sha,a,[ kʰa ],
[ tɕʰa ],
[ tʰa ],
[ pʰa ],
[ tsʰa ],
[ ʑa ],
[ ja ],
[ ɕa ],
[ ʔ ],
ག,ཇ,ད,བ,ཛ,ཟ,ར,ས,ga,ja,da,ba /
wa,dza,za,ra,sa,[ ga ],
[ dʑa ],
[ da ],
[ ba ],
[ tsa ],
[ za ],
[ ra ],
[ sa ],
ང,ཉ,ན,མ,ལ,nga,nya,na,ma,la,[ ŋa ],
[ ɲa ],
[ na ],
[ ma ],
[ la ],

