A a,[a],
N n,[n],
U u,[u],
E e,[e],
Ng ng,[ŋ],
V v,[β],
H h,[h],
O o,[o],
V̈ v̈,[ð̼],
I i,[i],
P p,[p],
J j,[t͡ʃ],
P̈ p̈,[t̼],
K k,[k],
R r,[ɾ],
L l,[l],
R̄ r̄,[r],
M m,[m],
S s,[s],
M̈ m̈,[n̼],
T t,[t],

