A a,[a],
M m,[m],
V v,[v],
B b,[b],
N n,[n],
W w,[w],
D d,[d],
O o,[o],
Y y,[j],
E e,[e],
P p,[p],
gw,[gw],
G g,[g],
R r,[r~ɾ],
kw,[kw],
I i,[i],
S s,[s],
K k,[k],
T t,[t],
L l,[l],
U u,[u],

