A a,[ɐ],
Ng ng,[ŋ],
B b,[b],
O o,[o],
C c,[ts],
P p,[p],
D d,[d],
Q q,[k],
E e,[e],
R r,[r],
F f,[f],
S s,[s],
G g,[g],
T t,[t],
H h,[h],
U u,[u],
I i,[i],
V v,[v],
J j,[ʤ],
W w,[w],
K k, [k],
X x,[ks],
L l,[l],
Y y,[j],
M m,[m],
Z z,[z],
N n,[n],
’,[ʔ],

