255,255,255,255,255,255,255,255,255,255,227,0,19,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,49,56,255,255,255,255,255,255,249,255,255,255,255,255,255,255,255,39,0,199,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,227,0,19,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,128,1,231,255,255,255,255,255,255,255,255,255,255,255,255,255,255,39,0,199,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,227,0,19,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,207,0,155,255,255,255,255,255,255,255,255,255,255,255,255,255,255,39,0,199,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,243,254,255,255,255,255,255,255,227,0,19,255,255,255,255,255,255,255,254,244,255,255,255,255,255,255,254,30,76,255,255,255,255,255,255,255,255,255,255,255,255,255,255,39,0,199,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,3,4,14,15,15,15,15,15,13,0,0,15,15,15,15,15,15,15,5,3,255,255,255,255,255,255,255,108,8,244,255,255,255,255,255,255,255,255,255,255,255,255,255,39,0,199,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,187,0,175,255,255,255,255,255,255,255,255,255,255,255,255,255,36,0,196,255,255,255,255,255,255,255,255,255,255,255,255,246,238,253,255
255,255,230,245,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,246,230,255,255,255,255,255,255,255,249,14,96,255,255,255,255,255,255,255,255,255,255,255,255,255,24,0,183,255,255,255,255,255,255,255,255,255,255,255,255,183,0,0,0
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,88,20,252,255,255,255,255,255,255,255,255,255,255,255,255,10,0,167,255,255,255,255,255,255,255,255,255,255,255,255,190,31,41,43
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,167,0,195,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,239,4,116,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,68,37,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
