aicme b (first aicme),ᚁ,ᚁ,beith,(birch),b,[b],
aicme m (third aicme),ᚋ,ᚋ,muin,(vine),m,[m],
fifth aicme,ᚕ,ᚕ,éabhadh,ea,ᚁ,b,ᚋ,m,ᚕ,ea,ᚂ,ᚂ,luis,(rowan),l,[l],
ᚌ,ᚌ,gort,(ivy),g,[g],
ᚖ,ᚖ,ór,(gold),oi,ᚂ,l,ᚌ,g,ᚖ,oi,ᚃ,ᚃ,fern,(alder),f,[w],
ᚍ,ᚍ,ngéadal,(reed),ng,[gʷ],
ᚗ,ᚗ,uilleann,(elbow),ui,ᚃ,f,ᚍ,ng,ᚗ,ui,ᚄ,ᚄ,sail,(willow),s,[s],
ᚎ,ᚎ,straif,(blackthorn),z,[sw/ts],
ᚘ,ᚘ,ifín,(pine),ia,ᚄ,s,ᚎ,z,ᚘ,ia,ᚅ,ᚅ,nion,(ash),n,[n],
ᚏ,ᚏ,ruis,(elder),r,[r],
ᚙ,ᚙ,eamhanchooll,(double c),ae,ᚅ,n,ᚏ,r,ᚙ,ae,aicme h (second aicme),ᚆ,ᚆ,uath,(hawthorn),h,[y],
aicme a (forth aicme),ᚐ,ᚐ,ailm,(white fir),a,[a],
ᚚ,ᚚ,peith,(soft birch),p,ᚆ,h,ᚐ,a,ᚚ,p,ᚇ,ᚇ,dair,(oak),d,[d],
ᚑ,ᚑ,onn,(gorse),o,[o],
᚛,᚛,start of,ᚇ,d,ᚑ,o,᚛,ᚈ,ᚈ,tinne,(holly),t,[t],
ᚒ,ᚒ,úr,(heather),u,[u],
 , ,Spás ,(space),ᚈ,t,ᚒ,u, ,space,ᚉ,ᚉ,coll,(hazel),c,[k],
ᚓ,ᚓ,eadhadh,(poplar),e,[e],
᚜,᚜,end of,ᚉ,c,ᚓ,e,᚜,ᚊ,ᚊ,ceirt,(apple),q,[kʷ],
ᚔ,ᚔ,iodhadh,(yew),i,[i],
ᚊ,q,ᚔ,i,
