t',[+, -, -, -, -, -, -, -, -, -, 0, 0, 0, 0]
f,[+, -, +, +, -, -, -, +, 0, -, 0, 0, 0, 0]
vɔ,[+, -, +, +, -, -, -, +, 0, -, 0, 0, 0, 0]
lʱ,[+, +, +, 0, +, -, +, -, -, -, 0, 0, 0, 0]
mjo,[+, +, -, 0, -, -, -, +, 0, -, 0, 0, 0, 0]
ns,[+, +, -, +, -, -, -, -, -, -, 0, 0, 0, 0]
q,[+, -, -, -, -, -, -, -, 0, +, -, -, -, +]
y,[-, +, +, 0, +, -, -, +, 0, +, +, -, +, -]
kh,[+, -, -, -, -, -, -, -, 0, +, +, -, -, -]
w,[-, +, +, 0, +, -, -, +, 0, +, +, -, -, +]
s’,[+, -, +, +, -, -, -, -, -, -, 0, 0, 0, 0]
n~ŋ,[+, +, -, 0, -, -, -, -, 0, +, +, -, -, -]
hɔ,[-, -, +, +, -, -, -, -, 0, -, 0, 0, 0, 0]
ŋe,[+, +, -, 0, -, -, -, -, 0, +, +, -, -, -]
e,[-, +, +, 0, +, -, -, -, 0, +, -, -, +, -]
juˑ,[-, +, +, 0, +, -, -, -, 0, +, +, -, +, -]
t͡s',[+, -, -, +, -, -, -, -, -, -, 0, 0, 0, 0]
mw,[+, +, -, 0, -, -, -, +, 0, -, 0, 0, 0, 0]
mˤ,[+, +, -, 0, -, -, -, +, 0, -, 0, 0, 0, 0]
to,[+, -, -, -, -, -, -, -, -, -, 0, 0, 0, 0]
(j),[-, +, +, 0, +, -, -, -, 0, +, +, -, +, -]
fː,[+, -, +, +, -, -, -, +, 0, -, 0, 0, 0, 0]
(d)ʒ,[+, -, -, +, -, -, -, -, +, -, 0, 0, 0, 0]
tˁ~t,[+, -, -, -, -, -, -, -, -, -, 0, 0, 0, 0]
pʰi,[+, -, -, -, -, -, -, +, 0, -, 0, 0, 0, 0]
kpr,[+, -, -, -, -, -, -, +, 0, +, +, -, -, -]
tsʰ,[+, -, -, +, -, -, -, -, -, -, 0, 0, 0, 0]
vo,[+, -, +, +, -, -, -, +, 0, -, 0, 0, 0, 0]
pʰɔ,[+, -, -, -, -, -, -, +, 0, -, 0, 0, 0, 0]
ju,u,[-, +, +, 0, +, -, -, -, 0, +, +, -, +, -]
kai,[+, -, -, -, -, -, -, -, 0, +, +, -, -, -]
tθ,[+, -, -, +, -, -, -, -, +, -, 0, 0, 0, 0]
mb,[+, +, -, -, -, -, -, +, 0, -, 0, 0, 0, 0]
t͡s,[+, -, -, +, -, -, -, -, -, -, 0, 0, 0, 0]
ia,[-, +, +, 0, +, -, -, -, 0, +, +, -, +, -]
ə,[-, +, +, 0, +, -, -, -, 0, +, -, -, -, -]
jʌ,[-, +, +, 0, +, -, -, -, 0, +, +, -, +, -]
m,[+, +, -, 0, -, -, -, +, 0, -, 0, 0, 0, 0]
be,[+, -, -, -, -, -, -, +, 0, -, 0, 0, 0, 0]
ĩː,[-, +, +, 0, +, -, -, -, 0, +, +, -, +, -]
ⁿz,[+, +, -, +, -, -, -, -, -, -, 0, 0, 0, 0]
a,[-, +, +, 0, +, -, -, -, 0, +, -, +, -, -]
kṷ,[+, -, -, -, -, -, -, -, 0, +, +, -, -, -]
jɛ̃,[-, +, +, 0, +, -, -, -, 0, +, +, -, +, -]
wu,[-, +, +, 0, +, -, -, +, 0, +, +, -, -, +]
ãj,[-, +, +, 0, +, -, -, -, 0, +, -, +, -, -]
ts,[+, -, -, +, -, -, -, -, -, -, 0, 0, 0, 0]
eo,[-, +, +, 0, +, -, -, -, 0, +, -, -, +, -]
ká,[+, -, -, -, -, -, -, -, 0, +, +, -, -, -]
xaˑ,[+, -, +, +, -, -, -, -, 0, +, +, -, -, -]
iɔ̃,[-, +, +, 0, +, -, -, -, 0, +, +, -, +, -]
əⁿ,[-, +, +, 0, +, -, -, -, 0, +, -, -, -, -]
œu,[-, +, +, 0, +, -, -, +, 0, +, -, -, +, -]
ts’,[+, -, -, +, -, -, -, -, -, -, 0, 0, 0, 0]
mə,[+, +, -, 0, -, -, -, +, 0, -, 0, 0, 0, 0]
ại,[-, +, +, 0, +, -, -, -, 0, +, -, +, -, -]
ŋg,[+, +, -, 0, -, -, -, -, 0, +, +, -, -, -]
owha,[-, +, +, 0, +, -, -, +, 0, +, -, -, -, +]
ɪks,[-, +, +, 0, +, -, -, -, 0, +, +, -, +, -]
ɑ~a,[-, +, +, 0, +, -, -, -, 0, +, -, +, -, -]
rɔ,[+, +, +, 0, +, +, -, -, -, -, 0, 0, 0, 0]
χaˑ,[+, -, +, +, -, -, -, -, 0, +, -, -, -, +]
ʧ~c,[+, -, -, -, -, -, -, -, +, +, +, -, +, -]
ŋgʷ,[+, +, -, 0, -, -, -, -, 0, +, +, -, -, -]
kaː,[+, -, -, -, -, -, -, -, 0, +, +, -, -, -]
lə,[+, +, +, 0, +, -, +, -, -, -, 0, 0, 0, 0]
xa,[+, -, +, +, -, -, -, -, 0, +, +, -, -, -]
dza,[+, -, -, +, -, -, -, -, -, -, 0, 0, 0, 0]
mba,[+, +, -, -, -, -, -, +, 0, -, 0, 0, 0, 0]
n,ɲ,[+, +, -, 0, -, -, -, -, +, +, +, -, +, -]
h~f,[+, -, +, +, -, -, -, +, 0, -, 0, 0, 0, 0]
b~β,[+, -, +, +, -, -, -, +, 0, -, 0, 0, 0, 0]
b,p,[+, -, -, -, -, -, -, +, 0, -, 0, 0, 0, 0]
so,[+, -, +, +, -, -, -, -, -, -, 0, 0, 0, 0]
ji,[-, +, +, 0, +, -, -, -, 0, +, +, -, +, -]
ri,[+, +, +, 0, +, +, -, -, -, -, 0, 0, 0, 0]
nrɔ,[+, +, -, 0, -, -, -, -, -, -, 0, 0, 0, 0]
mᵇ,[+, +, -, -, -, -, -, +, 0, -, 0, 0, 0, 0]
ɬo,[+, +, +, 0, +, -, +, -, -, +, -, -, -, +]
ᶬv,[+, +, -, +, -, -, -, +, 0, -, 0, 0, 0, 0]
w~uː,[-, +, +, 0, +, -, -, +, 0, +, +, -, -, +]
ᵐb,[+, +, -, -, -, -, -, +, 0, -, 0, 0, 0, 0]
uːː,[-, +, +, 0, +, -, -, +, 0, +, +, -, -, +]
l~ɫ,[+, +, +, 0, +, -, +, -, -, +, -, -, -, +]
d͡ʑ,[+, -, -, +, -, -, -, -, +, +, +, -, +, -]
tɔ,[+, -, -, -, -, -, -, -, -, -, 0, 0, 0, 0]
dzʶ,[+, -, -, +, -, -, -, -, -, -, 0, 0, 0, 0]
kj,[+, -, -, -, -, -, -, -, 0, +, +, -, +, +]
p’,[+, -, -, -, -, -, -, +, 0, -, 0, 0, 0, 0]
ħ,[+, -, +, +, -, -, -, -, 0, +, -, +, -, +]
za,[+, -, +, +, -, -, -, -, -, -, 0, 0, 0, 0]
ço,[+, -, +, +, -, -, -, -, +, +, +, -, +, -]
-s,[+, -, +, +, -, -, -, -, -, -, 0, 0, 0, 0]
ŋ,[+, +, -, 0, -, -, -, -, 0, +, +, -, -, -]
ʔḭ,[+, -, -, -, -, -, -, -, 0, -, 0, 0, 0, 0]
bə,[+, -, -, -, -, -, -, +, 0, -, 0, 0, 0, 0]
dʱa,[+, -, -, -, -, -, -, -, -, -, 0, 0, 0, 0]
ɖɖ,[+, -, -, -, -, -, -, -, -, -, 0, 0, 0, 0]
ɬe,[+, +, +, 0, +, -, +, -, -, +, -, -, -, +]
ut,[-, +, +, 0, +, -, -, +, 0, +, +, -, -, +]
kea,[+, -, -, -, -, -, -, -, 0, +, +, -, -, -]
uj,[-, +, +, 0, +, -, -, +, 0, +, +, -, -, +]
ṳ,[-, +, +, 0, +, -, -, +, 0, +, +, -, -, +]
βʷ,[+, -, +, +, -, -, -, +, 0, -, 0, 0, 0, 0]
β~v,[+, -, +, +, -, -, -, +, 0, -, 0, 0, 0, 0]
çiˑ,[+, -, +, +, -, -, -, -, +, +, +, -, +, -]
wiˑ,[-, +, +, 0, +, -, -, +, 0, +, +, -, -, +]
ᵑk,[+, +, -, -, -, -, -, -, 0, +, +, -, -, -]
oŋ,[-, +, +, 0, +, -, -, +, 0, +, -, -, -, +]
ẽ,[-, +, +, 0, +, -, -, -, 0, +, -, -, +, -]
d͡z,[+, -, -, +, -, -, -, -, -, -, 0, 0, 0, 0]
x~ç,[+, -, +, +, -, -, -, -, +, +, +, -, +, -]
ɓ,[+, -, -, -, -, -, -, +, 0, -, 0, 0, 0, 0]
s,[+, -, +, +, -, -, -, -, -, -, 0, 0, 0, 0]
ẽj,[-, +, +, 0, +, -, -, -, 0, +, -, -, +, -]
k,[+, -, -, -, -, -, -, -, 0, +, +, -, -, -]
la:,[+, +, +, 0, +, -, +, -, -, -, 0, 0, 0, 0]
bw,[+, -, -, -, -, -, -, +, 0, -, 0, 0, 0, 0]
tʼ,[+, -, -, -, -, -, -, -, -, -, 0, 0, 0, 0]
æe̝,[-, +, +, 0, +, -, -, -, 0, +, -, -, +, -]
ps,[+, -, -, -, -, -, -, +, -, -, 0, 0, 0, 0]
əu,[-, +, +, 0, +, -, -, -, 0, +, -, -, -, -]
reˑ,[+, +, +, 0, +, +, -, -, -, -, 0, 0, 0, 0]
t*,[+, -, -, -, -, -, -, -, -, -, 0, 0, 0, 0]
ʋ~w,[-, +, +, 0, +, -, -, +, 0, +, +, -, -, +]
ʋ;w,[-, +, +, 0, +, -, -, +, 0, +, +, -, -, +]
wi,[-, +, +, 0, +, -, -, +, 0, +, +, -, -, +]
de,[+, -, -, -, -, -, -, -, -, -, 0, 0, 0, 0]
i;ɨ,[-, +, +, 0, +, -, -, -, 0, +, +, -, -, -]
ỹ,[-, +, +, 0, +, -, -, +, 0, +, +, -, +, -]
x~χ,[+, -, +, +, -, -, -, -, 0, +, -, -, -, +]
pa,[+, -, -, -, -, -, -, +, 0, -, 0, 0, 0, 0]
p,[+, -, -, -, -, -, -, +, 0, -, 0, 0, 0, 0]
qʷ,[+, -, -, -, -, -, -, +, 0, +, -, -, -, +]
ɖʱ,[+, -, -, -, -, -, -, -, -, -, 0, 0, 0, 0]
im,[-, +, +, 0, +, -, -, -, 0, +, +, -, +, -]
ɯn,[-, +, +, 0, +, -, -, -, 0, +, +, -, -, +]
tá,[+, -, -, -, -, -, -, -, -, -, 0, 0, 0, 0]
ë,[-, +, +, 0, +, -, -, -, 0, +, -, -, +, -]
m͡b,[+, +, -, -, -, -, -, +, 0, -, 0, 0, 0, 0]
ikks,[-, +, +, 0, +, -, -, -, 0, +, +, -, +, -]
ik,[-, +, +, 0, +, -, -, -, 0, +, +, -, +, -]
ã,[-, +, +, 0, +, -, -, -, 0, +, -, +, -, -]
bv,[+, -, -, +, -, -, -, +, 0, -, 0, 0, 0, 0]
je,[-, +, +, 0, +, -, -, -, 0, +, +, -, +, -]
ɕ,[+, -, +, +, -, -, -, -, +, +, +, -, +, -]
ạu,[-, +, +, 0, +, -, -, -, 0, +, -, +, -, -]
ᵐp,[+, +, -, -, -, -, -, +, 0, -, 0, 0, 0, 0]
zʷ,[+, -, +, +, -, -, -, +, -, -, 0, 0, 0, 0]
ʔjo,[+, -, -, -, -, -, -, -, 0, -, 0, 0, 0, 0]
kə,[+, -, -, -, -, -, -, -, 0, +, +, -, -, -]
rʒ,[+, +, +, 0, +, +, -, -, -, -, 0, 0, 0, 0]
t̥l,[+, -, -, -, -, -, -, -, -, -, 0, 0, 0, 0]
uaʔ,[-, +, +, 0, +, -, -, +, 0, +, +, -, -, +]
t͡ɕ,[+, -, -, +, -, -, -, -, +, +, +, -, +, -]
dɔ,[+, -, -, -, -, -, -, -, -, -, 0, 0, 0, 0]
ŋ̍k,[+, +, -, -, -, -, -, -, 0, +, +, -, -, -]
k~c,[+, -, -, -, -, -, -, -, +, +, +, -, +, -]
kx’,[+, -, -, +, -, -, -, -, 0, +, +, -, -, -]
ai,[-, +, +, 0, +, -, -, -, 0, +, -, +, -, -]
h~x,[+, -, +, +, -, -, -, -, 0, +, +, -, -, -]
á,[-, +, +, 0, +, -, -, -, 0, +, -, +, -, -]
r,[+, +, +, 0, +, +, -, -, -, -, 0, 0, 0, 0]
ũː,[-, +, +, 0, +, -, -, +, 0, +, +, -, -, +]
œː,[-, +, +, 0, +, -, -, +, 0, +, -, -, +, -]
ɬu,[+, +, +, 0, +, -, +, -, -, +, -, -, -, +]
ɖə,[+, -, -, -, -, -, -, -, -, -, 0, 0, 0, 0]
jeˑ,[-, +, +, 0, +, -, -, -, 0, +, +, -, +, -]
r(ˑ),[+, +, +, 0, +, +, -, -, -, -, 0, 0, 0, 0]
kja,[+, -, -, -, -, -, -, -, 0, +, +, -, +, +]
tsa,[+, -, -, +, -, -, -, -, -, -, 0, 0, 0, 0]
ɛ~e,[-, +, +, 0, +, -, -, -, 0, +, -, -, +, -]
dsʱ,[+, -, +, +, -, -, -, -, -, -, 0, 0, 0, 0]
o~u,[-, +, +, 0, +, -, -, +, 0, +, +, -, -, +]
t’,[+, -, -, -, -, -, -, -, -, -, 0, 0, 0, 0]
ṷ,[-, +, +, 0, +, -, -, +, 0, +, +, -, -, +]
ve,[+, -, +, +, -, -, -, +, 0, -, 0, 0, 0, 0]
zeˑ,[+, -, +, +, -, -, -, -, -, -, 0, 0, 0, 0]
bɔ,[+, -, -, -, -, -, -, +, 0, -, 0, 0, 0, 0]
po,[+, -, -, -, -, -, -, +, 0, -, 0, 0, 0, 0]
ũj,[-, +, +, 0, +, -, -, +, 0, +, +, -, -, +]
rə,[+, +, +, 0, +, +, -, -, -, -, 0, 0, 0, 0]
ʒʷ,[+, -, +, +, -, -, -, +, +, -, 0, 0, 0, 0]
sʰ,[+, -, +, +, -, -, -, -, -, -, 0, 0, 0, 0]
dw,[+, -, -, -, -, -, -, +, -, -, 0, 0, 0, 0]
ʧ',[+, -, -, +, -, -, -, -, +, -, 0, 0, 0, 0]
a,ə,[-, +, +, 0, +, -, -, -, 0, +, -, -, -, -]
tᵡ,[+, -, -, -, -, -, -, -, -, -, 0, 0, 0, 0]
θa,[+, -, +, +, -, -, -, -, +, -, 0, 0, 0, 0]
w~v,[+, -, +, +, -, -, -, +, 0, -, 0, 0, 0, 0]
dai,[+, -, -, -, -, -, -, -, -, -, 0, 0, 0, 0]
la,[+, +, +, 0, +, -, +, -, -, -, 0, 0, 0, 0]
uiː,[-, +, +, 0, +, -, -, +, 0, +, +, -, -, +]
jɔˑ,[-, +, +, 0, +, -, -, -, 0, +, +, -, +, -]
ʃaˑ,[+, -, +, +, -, -, -, -, +, -, 0, 0, 0, 0]
ko,[+, -, -, -, -, -, -, -, 0, +, +, -, -, -]
cʰə,[+, -, -, -, -, -, -, -, +, +, +, -, +, -]
ʧ’,[+, -, -, +, -, -, -, -, +, -, 0, 0, 0, 0]
cə,[+, -, -, -, -, -, -, -, +, +, +, -, +, -]
dz,[+, -, -, +, -, -, -, -, -, -, 0, 0, 0, 0]
p~b,[+, -, -, -, -, -, -, +, 0, -, 0, 0, 0, 0]
yˑ,[-, +, +, 0, +, -, -, +, 0, +, +, -, +, -]
ae,[-, +, +, 0, +, -, -, -, 0, +, -, +, -, -]
wa,[-, +, +, 0, +, -, -, +, 0, +, +, -, -, +]
n,[+, +, -, 0, -, -, -, -, -, -, 0, 0, 0, 0]
kʰa,[+, -, -, -, -, -, -, -, 0, +, +, -, -, -]
r~l,[+, +, +, 0, +, -, +, -, -, -, 0, 0, 0, 0]
pɔ,[+, -, -, -, -, -, -, +, 0, -, 0, 0, 0, 0]
u~ʊ,[-, +, +, 0, +, -, -, +, 0, +, +, -, -, +]
nt,[+, +, -, -, -, -, -, -, -, -, 0, 0, 0, 0]
pɔː,[+, -, -, -, -, -, -, +, 0, -, 0, 0, 0, 0]
uən,[-, +, +, 0, +, -, -, +, 0, +, +, -, -, +]
ũ,[-, +, +, 0, +, -, -, +, 0, +, +, -, -, +]
ɗ,[+, -, -, -, -, -, -, -, -, -, 0, 0, 0, 0]
χ~x,[+, -, +, +, -, -, -, -, 0, +, +, -, -, -]
sá,[+, -, +, +, -, -, -, -, -, -, 0, 0, 0, 0]
ŋga,[+, +, -, 0, -, -, -, -, 0, +, +, -, -, -]
kp,[+, -, -, -, -, -, -, +, 0, +, +, -, -, -]
bja,[+, -, -, -, -, -, -, +, 0, +, +, -, +, +]
q’,[+, -, -, -, -, -, -, -, 0, +, -, -, -, +]
ʃ~s,[+, -, +, +, -, -, -, -, -, -, 0, 0, 0, 0]
t̪,[+, -, -, -, -, -, -, -, +, -, 0, 0, 0, 0]
ɛ~æ,[-, +, +, 0, +, -, -, -, 0, +, -, +, +, -]
ph,[+, -, -, -, -, -, -, +, 0, -, 0, 0, 0, 0]
nᵈ,[+, +, -, -, -, -, -, -, -, -, 0, 0, 0, 0]
pá,[+, -, -, -, -, -, -, +, 0, -, 0, 0, 0, 0]
uoʔ,[-, +, +, 0, +, -, -, +, 0, +, +, -, -, +]
də,[+, -, -, -, -, -, -, -, -, -, 0, 0, 0, 0]
dz~z,[+, -, +, +, -, -, -, -, -, -, 0, 0, 0, 0]
hv,[-, -, +, +, -, -, -, -, 0, -, 0, 0, 0, 0]
ʧ͡,[+, -, -, +, -, -, -, -, +, -, 0, 0, 0, 0]
oi,[-, +, +, 0, +, -, -, +, 0, +, -, -, -, +]
kʷe,[+, -, -, -, -, -, -, +, 0, +, +, -, -, -]
i̭e,[-, +, +, 0, +, -, -, -, 0, +, +, -, +, -]
ḥ,[-, -, +, +, -, -, -, -, 0, -, 0, 0, 0, 0]
ju,[-, +, +, 0, +, -, -, -, 0, +, +, -, +, -]
ʔu˨,[+, -, -, -, -, -, -, -, 0, -, 0, 0, 0, 0]
o~ɔ,[-, +, +, 0, +, -, -, +, 0, +, -, -, -, +]
jo,[-, +, +, 0, +, -, -, -, 0, +, +, -, +, -]
ŋ̍g,[+, +, -, 0, -, -, -, -, 0, +, +, -, -, -]
ŋʷ,[+, +, -, 0, -, -, -, +, 0, +, +, -, -, -]
ja,[-, +, +, 0, +, -, -, -, 0, +, +, -, +, -]
ʤ~ʒ,[+, -, +, +, -, -, -, -, +, -, 0, 0, 0, 0]
tl̥,[+, -, -, -, -, -, -, -, -, -, 0, 0, 0, 0]
nu,[+, +, -, 0, -, -, -, -, -, -, 0, 0, 0, 0]
ⁿt,[+, +, -, -, -, -, -, -, -, -, 0, 0, 0, 0]
m̥,[+, +, -, 0, -, -, -, +, 0, -, 0, 0, 0, 0]
eø,[-, +, +, 0, +, -, -, -, 0, +, -, -, +, -]
st,[+, -, +, +, -, -, -, -, -, -, 0, 0, 0, 0]
heˑ,[-, -, +, +, -, -, -, -, 0, -, 0, 0, 0, 0]
tʃa,[+, -, -, +, -, -, -, -, +, -, 0, 0, 0, 0]
ʔb,[+, -, -, -, -, -, -, -, 0, -, 0, 0, 0, 0]
r;l,[+, +, +, 0, +, -, +, -, -, -, 0, 0, 0, 0]
ke,[+, -, -, -, -, -, -, -, 0, +, +, -, -, -]
kau,[+, -, -, -, -, -, -, -, 0, +, +, -, -, -]
kɔː,[+, -, -, -, -, -, -, -, 0, +, +, -, -, -]
pf,[+, -, -, +, -, -, -, +, 0, -, 0, 0, 0, 0]
ue,[-, +, +, 0, +, -, -, +, 0, +, +, -, -, +]
iː~j,[-, +, +, 0, +, -, -, -, 0, +, +, -, +, -]
ʒeˑ,[+, -, +, +, -, -, -, -, +, -, 0, 0, 0, 0]
ǳ,[+, -, -, +, -, -, -, -, -, -, 0, 0, 0, 0]
i,[-, +, +, 0, +, -, -, -, 0, +, +, -, +, -]
ṛ,[+, +, +, 0, +, +, -, -, -, -, 0, 0, 0, 0]
ɯŋ,[-, +, +, 0, +, -, -, -, 0, +, +, -, -, +]
wá,[-, +, +, 0, +, -, -, +, 0, +, +, -, -, +]
bjo,[+, -, -, -, -, -, -, +, 0, +, +, -, +, +]
owa,[-, +, +, 0, +, -, -, +, 0, +, -, -, -, +]
p͡s,[+, -, -, -, -, -, -, +, -, -, 0, 0, 0, 0]
ɛṷ,[-, +, +, 0, +, -, -, -, 0, +, -, -, +, -]
tə,[+, -, -, -, -, -, -, -, -, -, 0, 0, 0, 0]
t̪ə,[+, -, -, -, -, -, -, -, +, -, 0, 0, 0, 0]
piˑ,[+, -, -, -, -, -, -, +, 0, -, 0, 0, 0, 0]
xʷ,[+, -, +, +, -, -, -, +, 0, +, +, -, -, -]
ʃ,[+, -, +, +, -, -, -, -, +, -, 0, 0, 0, 0]
iu,[-, +, +, 0, +, -, -, -, 0, +, +, -, +, -]
se,[+, -, +, +, -, -, -, -, -, -, 0, 0, 0, 0]
un,[-, +, +, 0, +, -, -, +, 0, +, +, -, -, +]
weˑ,[-, +, +, 0, +, -, -, +, 0, +, +, -, -, +]
fa,[+, -, +, +, -, -, -, +, 0, -, 0, 0, 0, 0]
o~oː,[-, +, +, 0, +, -, -, +, 0, +, -, -, -, +]
je,e,[-, +, +, 0, +, -, -, -, 0, +, +, -, +, -]
te,[+, -, -, -, -, -, -, -, -, -, 0, 0, 0, 0]
ɡja,[+, -, -, -, -, -, -, -, 0, +, +, -, +, +]
ɲĩ,[+, +, -, 0, -, -, -, -, +, +, +, -, +, -]
eˤˑ,[-, +, +, 0, +, -, -, -, 0, +, -, -, +, -]
w~ʋ,[-, +, +, 0, +, -, -, +, 0, -, 0, 0, 0, 0]
sa,[+, -, +, +, -, -, -, -, -, -, 0, 0, 0, 0]
pu,[+, -, -, -, -, -, -, +, 0, -, 0, 0, 0, 0]
bu,[+, -, -, -, -, -, -, +, 0, -, 0, 0, 0, 0]
jɑ,[-, +, +, 0, +, -, -, -, 0, +, +, -, +, -]
d̪ə,[+, -, -, -, -, -, -, -, +, -, 0, 0, 0, 0]
i:,[-, +, +, 0, +, -, -, -, 0, +, +, -, +, -]
ot,[-, +, +, 0, +, -, -, +, 0, +, -, -, -, +]
ŋkʷ,[+, +, -, -, -, -, -, -, 0, +, +, -, -, -]
wo,[-, +, +, 0, +, -, -, +, 0, +, +, -, -, +]
cɒː,[+, -, -, -, -, -, -, -, +, +, +, -, +, -]
up,[-, +, +, 0, +, -, -, +, 0, +, +, -, -, +]
di,[+, -, -, -, -, -, -, -, -, -, 0, 0, 0, 0]
má,[+, +, -, 0, -, -, -, +, 0, -, 0, 0, 0, 0]
u,[-, +, +, 0, +, -, -, +, 0, +, +, -, -, +]
